CELL,TECHNOLOGY,CLUSTERTYPE,PROVINCE
2516A,2G,Premium,GAUTENG
2516A1,3G,Premium,GAUTENG
2516A2,3G,Premium,GAUTENG
2516B,2G,Premium,GAUTENG
2516B1,3G,Premium,GAUTENG
2516B2,3G,Premium,GAUTENG
2516C,2G,Premium,GAUTENG
2516C1,3G,Premium,GAUTENG
2516C2,3G,Premium,GAUTENG
2517A,2G,Premium,GAUTENG
2517A1,3G,Premium,GAUTENG
2517A2,3G,Premium,GAUTENG
2517B,2G,Premium,GAUTENG
2517B1,3G,Premium,GAUTENG
2517B2,3G,Premium,GAUTENG
2517C,2G,Premium,GAUTENG
2517C1,3G,Premium,GAUTENG
2517C2,3G,Premium,GAUTENG
2518A,2G,Premium,GAUTENG
2518A1,3G,Premium,GAUTENG
2518A2,3G,Premium,GAUTENG
2518B,2G,Premium,GAUTENG
2518B1,3G,Premium,GAUTENG
2518B2,3G,Premium,GAUTENG
2518C,2G,Premium,GAUTENG
2518C1,3G,Premium,GAUTENG
2518C2,3G,Premium,GAUTENG
251A,2G,High,GAUTENG
251A1,3G,High,GAUTENG
251A2,3G,High,GAUTENG
251B,2G,High,GAUTENG
251B1,3G,High,GAUTENG
251B2,3G,High,GAUTENG
251C,2G,High,GAUTENG
251C1,3G,High,GAUTENG
251C2,3G,High,GAUTENG
2520A,2G,Good,EASTERN CAPE
2520A1,3G,Good,EASTERN CAPE
2520B,2G,Good,EASTERN CAPE
2520B1,3G,Good,EASTERN CAPE
2520C,2G,Good,EASTERN CAPE
2520C1,3G,Good,EASTERN CAPE
2521A,2G,Premium,GAUTENG
2521A1,3G,Premium,GAUTENG
2521A2,3G,Premium,GAUTENG
2521B,2G,Premium,GAUTENG
2521B1,3G,Premium,GAUTENG
2521B2,3G,Premium,GAUTENG
2521C,2G,Premium,GAUTENG
2521C1,3G,Premium,GAUTENG
2521C2,3G,Premium,GAUTENG
2522A,2G,Premium,GAUTENG
2522A1,3G,Premium,GAUTENG
2522B,2G,Premium,GAUTENG
2522B1,3G,Premium,GAUTENG
2522C,2G,Premium,GAUTENG
2522C1,3G,Premium,GAUTENG
2523A,2G,High,GAUTENG
2523A1,3G,High,GAUTENG
2523B,2G,High,GAUTENG
2523B1,3G,High,GAUTENG
2523C,2G,High,GAUTENG
2523C1,3G,High,GAUTENG
2524A,2G,High,GAUTENG
2524A1,3G,High,GAUTENG
2524A2,3G,High,GAUTENG
2524B,2G,High,GAUTENG
2524B1,3G,High,GAUTENG
2524B2,3G,High,GAUTENG
2524C,2G,High,GAUTENG
2524C1,3G,High,GAUTENG
2524C2,3G,High,GAUTENG
2525A,2G,High,GAUTENG
2525A1,3G,High,GAUTENG
2525A2,3G,High,GAUTENG
2525B,2G,High,GAUTENG
2525B1,3G,High,GAUTENG
2525B2,3G,High,GAUTENG
2525C,2G,High,GAUTENG
2525C1,3G,High,GAUTENG
2525C2,3G,High,GAUTENG
2526A,2G,Premium,GAUTENG
2526A1,3G,Premium,GAUTENG
2526A2,3G,Premium,GAUTENG
2526B,2G,Premium,GAUTENG
2526B1,3G,Premium,GAUTENG
2526B2,3G,Premium,GAUTENG
2526C,2G,Premium,GAUTENG
2526C1,3G,Premium,GAUTENG
2526C2,3G,Premium,GAUTENG
2527A,2G,Premium,GAUTENG
2527A1,3G,Premium,GAUTENG
2527A2,3G,Premium,GAUTENG
2527B,2G,Premium,GAUTENG
2527B1,3G,Premium,GAUTENG
2527B2,3G,Premium,GAUTENG
2527C,2G,Premium,GAUTENG
2528A,2G,Premium,GAUTENG
2528A1,3G,Premium,GAUTENG
2528A2,3G,Premium,GAUTENG
2528B,2G,Premium,GAUTENG
2528B1,3G,Premium,GAUTENG
2528B2,3G,Premium,GAUTENG
2528C,2G,Premium,GAUTENG
2528C1,3G,Premium,GAUTENG
2528C2,3G,Premium,GAUTENG
2529A,2G,Premium,GAUTENG
2529A1,3G,Premium,GAUTENG
2529A2,3G,Premium,GAUTENG
2529B,2G,Premium,GAUTENG
2529B1,3G,Premium,GAUTENG
2529B2,3G,Premium,GAUTENG
2529C,2G,Premium,GAUTENG
2529C1,3G,Premium,GAUTENG
2529C2,3G,Premium,GAUTENG
252A,2G,High,MPUMALANGA
252A1,3G,High,MPUMALANGA
252A2,3G,High,MPUMALANGA
252B,2G,High,MPUMALANGA
252B1,3G,High,MPUMALANGA
252B2,3G,High,MPUMALANGA
252C,2G,High,MPUMALANGA
252C1,3G,High,MPUMALANGA
252C2,3G,High,MPUMALANGA
2530A,2G,High,GAUTENG
2530A1,3G,High,GAUTENG
2530A2,3G,High,GAUTENG
2530B,2G,High,GAUTENG
2530B1,3G,High,GAUTENG
2530B2,3G,High,GAUTENG
2530C,2G,High,GAUTENG
2530C1,3G,High,GAUTENG
2530C2,3G,High,GAUTENG
2531A,2G,Good,NORTHERN CAPE
2531B,2G,Good,NORTHERN CAPE
2531C,2G,Good,NORTHERN CAPE
2532A,2G,Premium,GAUTENG
2532A1,3G,Premium,GAUTENG
2532A2,3G,Premium,GAUTENG
2532B,2G,Premium,GAUTENG
2532B1,3G,Premium,GAUTENG
2532B2,3G,Premium,GAUTENG
2533A,2G,Premium,GAUTENG
2533A1,3G,Premium,GAUTENG
2533A2,3G,Premium,GAUTENG
2533B,2G,Premium,GAUTENG
2533B1,3G,Premium,GAUTENG
2533B2,3G,Premium,GAUTENG
2533C,2G,Premium,GAUTENG
2533C1,3G,Premium,GAUTENG
2533C2,3G,Premium,GAUTENG
2534A,2G,Premium,GAUTENG
2534A1,3G,Premium,GAUTENG
2534B,2G,Premium,GAUTENG
2534B1,3G,Premium,GAUTENG
2535A,2G,Premium,GAUTENG
2535A1,3G,Premium,GAUTENG
2537A,2G,Premium,GAUTENG
2537A1,3G,Premium,GAUTENG
2537A2,3G,Premium,GAUTENG
2537B,2G,Premium,GAUTENG
2537B1,3G,Premium,GAUTENG
2537B2,3G,Premium,GAUTENG
2537C,2G,Premium,GAUTENG
2537C1,3G,Premium,GAUTENG
2537C2,3G,Premium,GAUTENG
2538A,2G,Premium,GAUTENG
2538A1,3G,Premium,GAUTENG
2538A2,3G,Premium,GAUTENG
2538B,2G,Premium,GAUTENG
2538B1,3G,Premium,GAUTENG
2538B2,3G,Premium,GAUTENG
2538C,2G,Premium,GAUTENG
2538C1,3G,Premium,GAUTENG
2538C2,3G,Premium,GAUTENG
2539A,2G,High,GAUTENG
2539A1,3G,High,GAUTENG
2539A2,3G,High,GAUTENG
2539B,2G,High,GAUTENG
2539B1,3G,High,GAUTENG
2539B2,3G,High,GAUTENG
2539C,2G,High,GAUTENG
2539C1,3G,High,GAUTENG
2539C2,3G,High,GAUTENG
253A,2G,High,WESTERN CAPE
253A1,3G,High,WESTERN CAPE
253A2,3G,High,WESTERN CAPE
253B,2G,High,WESTERN CAPE
253B1,3G,High,WESTERN CAPE
253B2,3G,High,WESTERN CAPE
253C,2G,High,WESTERN CAPE
253C1,3G,High,WESTERN CAPE
253C2,3G,High,WESTERN CAPE
2540A,2G,Premium,GAUTENG
2540A1,3G,Premium,GAUTENG
2540A2,3G,Premium,GAUTENG
2540B,2G,Premium,GAUTENG
2540B1,3G,Premium,GAUTENG
2540B2,3G,Premium,GAUTENG
2540C,2G,Premium,GAUTENG
2540C1,3G,Premium,GAUTENG
2540C2,3G,Premium,GAUTENG
2541A,2G,Premium,GAUTENG
2541A1,3G,Premium,GAUTENG
2541A2,3G,Premium,GAUTENG
2541B,2G,Premium,GAUTENG
2541B1,3G,Premium,GAUTENG
2541B2,3G,Premium,GAUTENG
2541C,2G,Premium,GAUTENG
2541C1,3G,Premium,GAUTENG
2541C2,3G,Premium,GAUTENG
2542A,2G,Premium,GAUTENG
2542A1,3G,Premium,GAUTENG
2542A2,3G,Premium,GAUTENG
2542B,2G,Premium,GAUTENG
2542B1,3G,Premium,GAUTENG
2542B2,3G,Premium,GAUTENG
2542C,2G,Premium,GAUTENG
2542C1,3G,Premium,GAUTENG
2542C2,3G,Premium,GAUTENG
2543A,2G,Premium,GAUTENG
2543A1,3G,Premium,GAUTENG
2543A2,3G,Premium,GAUTENG
2544A,2G,Premium,GAUTENG
2544A1,3G,Premium,GAUTENG
2544A2,3G,Premium,GAUTENG
2544B,2G,Premium,GAUTENG
2544B1,3G,Premium,GAUTENG
2544B2,3G,Premium,GAUTENG
2544C,2G,Premium,GAUTENG
2544C1,3G,Premium,GAUTENG
2544C2,3G,Premium,GAUTENG
2545A,2G,Good,WESTERN CAPE
2546A,2G,Good,WESTERN CAPE
2548A,2G,Good,EASTERN CAPE
2549A,2G,Good,EASTERN CAPE
254A,2G,High,WESTERN CAPE
254A1,3G,High,WESTERN CAPE
254A2,3G,High,WESTERN CAPE
254B,2G,High,WESTERN CAPE
254B1,3G,High,WESTERN CAPE
254B2,3G,High,WESTERN CAPE
254C,2G,High,WESTERN CAPE
254C1,3G,High,WESTERN CAPE
254C2,3G,High,WESTERN CAPE
2550A,2G,Premium,GAUTENG
2550A1,3G,Premium,GAUTENG
2550A2,3G,Premium,GAUTENG
2550B,2G,Premium,GAUTENG
2550B1,3G,Premium,GAUTENG
2550B2,3G,Premium,GAUTENG
2550C,2G,Premium,GAUTENG
2550C1,3G,Premium,GAUTENG
2550C2,3G,Premium,GAUTENG
2551A,2G,High,NORTH WEST
2551A1,3G,High,NORTH WEST
2551A2,3G,High,NORTH WEST
2551B,2G,High,NORTH WEST
2551B1,3G,High,NORTH WEST
2551B2,3G,High,NORTH WEST
2551C,2G,High,NORTH WEST
2551C1,3G,High,NORTH WEST
2551C2,3G,High,NORTH WEST
2552A,2G,Good,EASTERN CAPE
2553A,2G,High,EASTERN CAPE
2553B,2G,High,EASTERN CAPE
2553C,2G,High,EASTERN CAPE
2554A,2G,Good,EASTERN CAPE
2555A,2G,Good,EASTERN CAPE
2556A,2G,High,NORTH WEST
2556A1,3G,High,NORTH WEST
2556B,2G,High,NORTH WEST
2556B1,3G,High,NORTH WEST
2556C,2G,High,NORTH WEST
2556C1,3G,High,NORTH WEST
2557A,2G,Good,EASTERN CAPE
2558A,2G,Premium,NORTH WEST
2558B,2G,Premium,NORTH WEST
2558C,2G,Premium,NORTH WEST
2559A,2G,Good,NORTH WEST
2559B,2G,Good,NORTH WEST
2559C,2G,Good,NORTH WEST
255A,2G,Premium,WESTERN CAPE
255A1,3G,Premium,WESTERN CAPE
255A2,3G,Premium,WESTERN CAPE
255B,2G,Premium,WESTERN CAPE
255B1,3G,Premium,WESTERN CAPE
255B2,3G,Premium,WESTERN CAPE
255C,2G,Premium,WESTERN CAPE
255C1,3G,Premium,WESTERN CAPE
255C2,3G,Premium,WESTERN CAPE
2560A,2G,High,LIMPOPO
2560B,2G,High,LIMPOPO
2561A,2G,High,LIMPOPO
2562A,2G,High,LIMPOPO
2563A,2G,High,LIMPOPO
2563B,2G,High,LIMPOPO
2563C,2G,High,LIMPOPO
2564A,2G,High,LIMPOPO
2564B,2G,High,LIMPOPO
2564C,2G,High,LIMPOPO
2565A,2G,Good,MPUMALANGA
2566A,2G,Good,MPUMALANGA
2566B,2G,Good,MPUMALANGA
2567A,2G,Good,MPUMALANGA
2567A1,3G,Good,MPUMALANGA
2567B,2G,Good,MPUMALANGA
2567B1,3G,Good,MPUMALANGA
2567C,2G,Good,MPUMALANGA
2567C1,3G,Good,MPUMALANGA
2568A,2G,High,MPUMALANGA
2568B,2G,High,MPUMALANGA
2569A,2G,High,WESTERN CAPE
2569A1,3G,High,WESTERN CAPE
2569A2,3G,High,WESTERN CAPE
2569B,2G,High,WESTERN CAPE
2569B1,3G,High,WESTERN CAPE
2569B2,3G,High,WESTERN CAPE
2569C,2G,High,WESTERN CAPE
2569C1,3G,High,WESTERN CAPE
2569C2,3G,High,WESTERN CAPE
256A,2G,High,WESTERN CAPE
256A1,3G,High,WESTERN CAPE
256A2,3G,High,WESTERN CAPE
256B,2G,High,WESTERN CAPE
256B1,3G,High,WESTERN CAPE
256B2,3G,High,WESTERN CAPE
2571A,2G,High,WESTERN CAPE
2571A1,3G,High,WESTERN CAPE
2571A2,3G,High,WESTERN CAPE
2571B,2G,High,WESTERN CAPE
2571B1,3G,High,WESTERN CAPE
2571B2,3G,High,WESTERN CAPE
2571C,2G,High,WESTERN CAPE
2571C1,3G,High,WESTERN CAPE
2571C2,3G,High,WESTERN CAPE
2573A,2G,Premium,GAUTENG
2574A,2G,High,FREE STATE
2574A1,3G,High,FREE STATE
2574A2,3G,High,FREE STATE
2574B,2G,High,FREE STATE
2574B1,3G,High,FREE STATE
2574B2,3G,High,FREE STATE
2574C,2G,High,FREE STATE
2574C1,3G,High,FREE STATE
2574C2,3G,High,FREE STATE
2575A,2G,Premium,FREE STATE
2575A1,3G,Premium,FREE STATE
2575A2,3G,Premium,FREE STATE
2575B,2G,Premium,FREE STATE
2575B1,3G,Premium,FREE STATE
2575B2,3G,Premium,FREE STATE
2575C,2G,Premium,FREE STATE
2575C1,3G,Premium,FREE STATE
2575C2,3G,Premium,FREE STATE
2576A,2G,Premium,GAUTENG
2576A1,3G,Premium,GAUTENG
2576A2,3G,Premium,GAUTENG
2576B,2G,Premium,GAUTENG
2576B1,3G,Premium,GAUTENG
2576B2,3G,Premium,GAUTENG
2576C,2G,Premium,GAUTENG
2576C1,3G,Premium,GAUTENG
2576C2,3G,Premium,GAUTENG
2577A,2G,High,GAUTENG
2577A1,3G,High,GAUTENG
2577A2,3G,High,GAUTENG
2577B,2G,High,GAUTENG
2577B1,3G,High,GAUTENG
2577B2,3G,High,GAUTENG
2577C,2G,High,GAUTENG
2577C1,3G,High,GAUTENG
2577C2,3G,High,GAUTENG
2578A,2G,High,GAUTENG
2578A1,3G,High,GAUTENG
2578A2,3G,High,GAUTENG
2578B,2G,High,GAUTENG
2578B1,3G,High,GAUTENG
2578B2,3G,High,GAUTENG
2578C,2G,High,GAUTENG
2578C1,3G,High,GAUTENG
2578C2,3G,High,GAUTENG
2579A,2G,Premium,GAUTENG
2579A1,3G,Premium,GAUTENG
2579B,2G,Premium,GAUTENG
2579B1,3G,Premium,GAUTENG
2579C,2G,Premium,GAUTENG
2579C1,3G,Premium,GAUTENG
257A,2G,Premium,KWAZULU-NATAL
257A1,3G,Premium,KWAZULU-NATAL
257A2,3G,Premium,KWAZULU-NATAL
257B,2G,Premium,KWAZULU-NATAL
257B1,3G,Premium,KWAZULU-NATAL
257B2,3G,Premium,KWAZULU-NATAL
2580A,2G,High,GAUTENG
2580A1,3G,High,GAUTENG
2580A2,3G,High,GAUTENG
2580B,2G,High,GAUTENG
2580B1,3G,High,GAUTENG
2580B2,3G,High,GAUTENG
2580C,2G,High,GAUTENG
2580C1,3G,High,GAUTENG
2580C2,3G,High,GAUTENG
2581A,2G,High,GAUTENG
2581A1,3G,High,GAUTENG
2581B,2G,High,GAUTENG
2581B1,3G,High,GAUTENG
2581C,2G,High,GAUTENG
2581C1,3G,High,GAUTENG
2582A,2G,High,EASTERN CAPE
2582A1,3G,High,EASTERN CAPE
2582A2,3G,High,EASTERN CAPE
2582B,2G,High,EASTERN CAPE
2582B1,3G,High,EASTERN CAPE
2582B2,3G,High,EASTERN CAPE
2582C,2G,High,EASTERN CAPE
2582C1,3G,High,EASTERN CAPE
2582C2,3G,High,EASTERN CAPE
2583A,2G,Premium,GAUTENG
2583A1,3G,Premium,GAUTENG
2583A2,3G,Premium,GAUTENG
2583B,2G,Premium,GAUTENG
2583B1,3G,Premium,GAUTENG
2583B2,3G,Premium,GAUTENG
2583C,2G,Premium,GAUTENG
2583C1,3G,Premium,GAUTENG
2583C2,3G,Premium,GAUTENG
2584A,2G,Premium,GAUTENG
2584A1,3G,Premium,GAUTENG
2584A2,3G,Premium,GAUTENG
2584B,2G,Premium,GAUTENG
2584B1,3G,Premium,GAUTENG
2584B2,3G,Premium,GAUTENG
2584C,2G,Premium,GAUTENG
2584C1,3G,Premium,GAUTENG
2584C2,3G,Premium,GAUTENG
2585A,2G,Premium,GAUTENG
2585A1,3G,Premium,GAUTENG
2585B,2G,Premium,GAUTENG
2585B1,3G,Premium,GAUTENG
2585C,2G,Premium,GAUTENG
2585C1,3G,Premium,GAUTENG
2586A,2G,Premium,GAUTENG
2588A,2G,Premium,WESTERN CAPE
2589A,2G,Premium,GAUTENG
258A,2G,High,KWAZULU-NATAL
258A1,3G,High,KWAZULU-NATAL
258A2,3G,High,KWAZULU-NATAL
258B,2G,High,KWAZULU-NATAL
258B1,3G,High,KWAZULU-NATAL
258B2,3G,High,KWAZULU-NATAL
258C,2G,High,KWAZULU-NATAL
258C1,3G,High,KWAZULU-NATAL
258C2,3G,High,KWAZULU-NATAL
2590A,2G,Premium,GAUTENG
2591A,2G,Good,FREE STATE
2592A,2G,Premium,EASTERN CAPE
2593A,2G,High,LIMPOPO
2593A1,3G,High,LIMPOPO
2593A2,3G,High,LIMPOPO
2593B,2G,High,LIMPOPO
2593B1,3G,High,LIMPOPO
2593B2,3G,High,LIMPOPO
2593C,2G,High,LIMPOPO
2593C1,3G,High,LIMPOPO
2593C2,3G,High,LIMPOPO
2594A,2G,Good,MPUMALANGA
2594B,2G,Good,MPUMALANGA
2594B1,3G,Good,MPUMALANGA
2594C,2G,Good,MPUMALANGA
2594C1,3G,Good,MPUMALANGA
2595A,2G,Premium,GAUTENG
2595A1,3G,Premium,GAUTENG
2595A2,3G,Premium,GAUTENG
2595B,2G,Premium,GAUTENG
2595B1,3G,Premium,GAUTENG
2595B2,3G,Premium,GAUTENG
2597A,2G,High,GAUTENG
2597A1,3G,High,GAUTENG
2597A2,3G,High,GAUTENG
2597B,2G,High,GAUTENG
2597B1,3G,High,GAUTENG
2597B2,3G,High,GAUTENG
2597C,2G,High,GAUTENG
2597C1,3G,High,GAUTENG
2597C2,3G,High,GAUTENG
2599A,2G,Good,NORTH WEST
2599B,2G,Good,NORTH WEST
2599C,2G,Good,NORTH WEST
259A,2G,High,KWAZULU-NATAL
259A1,3G,High,KWAZULU-NATAL
259A2,3G,High,KWAZULU-NATAL
259B,2G,High,KWAZULU-NATAL
259B1,3G,High,KWAZULU-NATAL
259B2,3G,High,KWAZULU-NATAL
259C,2G,High,KWAZULU-NATAL
259C1,3G,High,KWAZULU-NATAL
259C2,3G,High,KWAZULU-NATAL
25A,2G,High,KWAZULU-NATAL
25A1,3G,High,KWAZULU-NATAL
25A2,3G,High,KWAZULU-NATAL
25B,2G,High,KWAZULU-NATAL
25B1,3G,High,KWAZULU-NATAL
25B2,3G,High,KWAZULU-NATAL
25C,2G,High,KWAZULU-NATAL
25C1,3G,High,KWAZULU-NATAL
25C2,3G,High,KWAZULU-NATAL
25D,2G,High,KWAZULU-NATAL
2600A,2G,Good,EASTERN CAPE
2600B,2G,Good,EASTERN CAPE
2601A,2G,Premium,EASTERN CAPE
2601A1,3G,Premium,EASTERN CAPE
2601A2,3G,Premium,EASTERN CAPE
2601B,2G,Premium,EASTERN CAPE
2601B1,3G,Premium,EASTERN CAPE
2601B2,3G,Premium,EASTERN CAPE
2601C,2G,Premium,EASTERN CAPE
2601C1,3G,Premium,EASTERN CAPE
2601C2,3G,Premium,EASTERN CAPE
2602A,2G,Good,EASTERN CAPE
2602A1,3G,Good,EASTERN CAPE
2602A2,3G,Good,EASTERN CAPE
2602B,2G,Good,EASTERN CAPE
2602B1,3G,Good,EASTERN CAPE
2602B2,3G,Good,EASTERN CAPE
2602C,2G,Good,EASTERN CAPE
2602C1,3G,Good,EASTERN CAPE
2602C2,3G,Good,EASTERN CAPE
2603A,2G,High,EASTERN CAPE
2603A1,3G,High,EASTERN CAPE
2603B,2G,High,EASTERN CAPE
2603B1,3G,High,EASTERN CAPE
2603C,2G,High,EASTERN CAPE
2603C1,3G,High,EASTERN CAPE
2604A,2G,High,EASTERN CAPE
2604B,2G,High,EASTERN CAPE
2604C,2G,High,EASTERN CAPE
2605A,2G,Good,EASTERN CAPE
2605B,2G,Good,EASTERN CAPE
2605C,2G,Good,EASTERN CAPE
2606A,2G,Premium,KWAZULU-NATAL
2606A1,3G,Premium,KWAZULU-NATAL
2606B,2G,Premium,KWAZULU-NATAL
2606B1,3G,Premium,KWAZULU-NATAL
2607A,2G,High,KWAZULU-NATAL
2609A,2G,High,KWAZULU-NATAL
2609B,2G,High,KWAZULU-NATAL
2609C,2G,High,KWAZULU-NATAL
260A,2G,Good,GAUTENG
260A1,3G,Good,GAUTENG
260B,2G,Good,GAUTENG
260B1,3G,Good,GAUTENG
260C,2G,Good,GAUTENG
260C1,3G,Good,GAUTENG
2610A,2G,High,KWAZULU-NATAL
2610A1,3G,High,KWAZULU-NATAL
2610A2,3G,High,KWAZULU-NATAL
2610B1,3G,High,KWAZULU-NATAL
2610B2,3G,High,KWAZULU-NATAL
2610C1,3G,High,KWAZULU-NATAL
2610C2,3G,High,KWAZULU-NATAL
2611A,2G,High,NORTHERN CAPE
2611A1,3G,High,NORTHERN CAPE
2611B,2G,High,NORTHERN CAPE
2611B1,3G,High,NORTHERN CAPE
2611C,2G,High,NORTHERN CAPE
2611C1,3G,High,NORTHERN CAPE
2612A,2G,Good,KWAZULU-NATAL
2612B,2G,Good,KWAZULU-NATAL
2612C,2G,Good,KWAZULU-NATAL
2613A,2G,Good,KWAZULU-NATAL
2614A,2G,Good,KWAZULU-NATAL
2615A,2G,Good,KWAZULU-NATAL
2615B,2G,Good,KWAZULU-NATAL
2615C,2G,Good,KWAZULU-NATAL
2616A,2G,Good,EASTERN CAPE
2616B,2G,Good,EASTERN CAPE
2616C,2G,Good,EASTERN CAPE
2617A,2G,Good,KWAZULU-NATAL
2617B,2G,Good,KWAZULU-NATAL
2617C,2G,Good,KWAZULU-NATAL
2618A,2G,Good,KWAZULU-NATAL
2618B,2G,Good,KWAZULU-NATAL
2618C,2G,Good,KWAZULU-NATAL
2619A,2G,High,KWAZULU-NATAL
2619A1,3G,High,KWAZULU-NATAL
2619A2,3G,High,KWAZULU-NATAL
2619B,2G,High,KWAZULU-NATAL
2619B1,3G,High,KWAZULU-NATAL
2619B2,3G,High,KWAZULU-NATAL
2619C,2G,High,KWAZULU-NATAL
2619C1,3G,High,KWAZULU-NATAL
2619C2,3G,High,KWAZULU-NATAL
261A,2G,Good,NORTH WEST
2620A,2G,Good,EASTERN CAPE
2620B,2G,Good,EASTERN CAPE
2620C,2G,Good,EASTERN CAPE
2621A,2G,High,MPUMALANGA
2621B,2G,High,MPUMALANGA
2621C,2G,High,MPUMALANGA
2622A,2G,Good,LIMPOPO
2622B,2G,Good,LIMPOPO
2622C,2G,Good,LIMPOPO
2623A,2G,Good,LIMPOPO
2623A1,3G,Good,LIMPOPO
2623B,2G,Good,LIMPOPO
2623B1,3G,Good,LIMPOPO
2623C,2G,Good,LIMPOPO
2623C1,3G,Good,LIMPOPO
2624A,2G,Good,MPUMALANGA
2624A1,3G,Good,MPUMALANGA
2624B,2G,Good,MPUMALANGA
2624B1,3G,Good,MPUMALANGA
2624C,2G,Good,MPUMALANGA
2624C1,3G,Good,MPUMALANGA
2625A,2G,High,LIMPOPO
2625A1,3G,High,LIMPOPO
2625B,2G,High,LIMPOPO
2625B1,3G,High,LIMPOPO
2625C,2G,High,LIMPOPO
2625C1,3G,High,LIMPOPO
2626A,2G,High,LIMPOPO
2627A,2G,Good,MPUMALANGA
2628A,2G,Good,MPUMALANGA
2628B,2G,Good,MPUMALANGA
2628C,2G,Good,MPUMALANGA
2629A,2G,Good,MPUMALANGA
2629B,2G,Good,MPUMALANGA
2629C,2G,Good,MPUMALANGA
262A,2G,Premium,GAUTENG
262A1,3G,Premium,GAUTENG
262A2,3G,Premium,GAUTENG
262B,2G,Premium,GAUTENG
262B1,3G,Premium,GAUTENG
262B2,3G,Premium,GAUTENG
262C,2G,Premium,GAUTENG
262C1,3G,Premium,GAUTENG
262C2,3G,Premium,GAUTENG
2630A,2G,Good,KWAZULU-NATAL
2631A,2G,High,MPUMALANGA
2632A,2G,Good,MPUMALANGA
2633A,2G,Good,MPUMALANGA
2633B,2G,Good,MPUMALANGA
2633C,2G,Good,MPUMALANGA
2634A,2G,Good,MPUMALANGA
2634B,2G,Good,MPUMALANGA
2634C,2G,Good,MPUMALANGA
2635A,2G,Good,MPUMALANGA
2635B,2G,Good,MPUMALANGA
2635C,2G,Good,MPUMALANGA
2636A,2G,High,LIMPOPO
2636B,2G,High,LIMPOPO
2636C,2G,High,LIMPOPO
2637A,2G,Good,MPUMALANGA
2638A,2G,High,LIMPOPO
2639A,2G,High,LIMPOPO
263A,2G,High,GAUTENG
263A1,3G,High,GAUTENG
263A2,3G,High,GAUTENG
263B,2G,High,GAUTENG
263B1,3G,High,GAUTENG
263B2,3G,High,GAUTENG
263C,2G,High,GAUTENG
263C1,3G,High,GAUTENG
263C2,3G,High,GAUTENG
2640A,2G,Good,NORTHERN CAPE
2640A1,3G,Good,NORTHERN CAPE
2640A2,3G,Good,NORTHERN CAPE
2641A,2G,Good,WESTERN CAPE
2642A,2G,Good,WESTERN CAPE
2642A1,3G,Good,WESTERN CAPE
2642A2,3G,Good,WESTERN CAPE
2642B,2G,Good,WESTERN CAPE
2642B1,3G,Good,WESTERN CAPE
2642B2,3G,Good,WESTERN CAPE
2643A,2G,High,MPUMALANGA
2643A1,3G,High,MPUMALANGA
2643A2,3G,High,MPUMALANGA
2643B,2G,High,MPUMALANGA
2643B1,3G,High,MPUMALANGA
2643B2,3G,High,MPUMALANGA
2643C,2G,High,MPUMALANGA
2643C1,3G,High,MPUMALANGA
2643C2,3G,High,MPUMALANGA
2644A,2G,Good,NORTHERN CAPE
2644A1,3G,Good,NORTHERN CAPE
2645A,2G,Good,KWAZULU-NATAL
2645B,2G,Good,KWAZULU-NATAL
2645C,2G,Good,KWAZULU-NATAL
2646A,2G,Good,NORTHERN CAPE
2646B,2G,Good,NORTHERN CAPE
2646B1,3G,Good,NORTHERN CAPE
2647A,2G,Premium,KWAZULU-NATAL
2647A1,3G,Premium,KWAZULU-NATAL
2647B,2G,Premium,KWAZULU-NATAL
2647B1,3G,Premium,KWAZULU-NATAL
2647C,2G,Premium,KWAZULU-NATAL
2647C1,3G,Premium,KWAZULU-NATAL
2648A,2G,High,KWAZULU-NATAL
2648A1,3G,High,KWAZULU-NATAL
2648A2,3G,High,KWAZULU-NATAL
2648B,2G,High,KWAZULU-NATAL
2648B1,3G,High,KWAZULU-NATAL
2648B2,3G,High,KWAZULU-NATAL
2648C,2G,High,KWAZULU-NATAL
2648C1,3G,High,KWAZULU-NATAL
2648C2,3G,High,KWAZULU-NATAL
2649A,2G,Premium,KWAZULU-NATAL
2649A1,3G,Premium,KWAZULU-NATAL
2649A2,3G,Premium,KWAZULU-NATAL
2649B,2G,Premium,KWAZULU-NATAL
2649B1,3G,Premium,KWAZULU-NATAL
2649B2,3G,Premium,KWAZULU-NATAL
2649C,2G,Premium,KWAZULU-NATAL
2649C1,3G,Premium,KWAZULU-NATAL
2649C2,3G,Premium,KWAZULU-NATAL
2650A,2G,Premium,KWAZULU-NATAL
2650A1,3G,Premium,KWAZULU-NATAL
2650A2,3G,Premium,KWAZULU-NATAL
2650B,2G,Premium,KWAZULU-NATAL
2650B1,3G,Premium,KWAZULU-NATAL
2650B2,3G,Premium,KWAZULU-NATAL
2651A,2G,Premium,KWAZULU-NATAL
2651A1,3G,Premium,KWAZULU-NATAL
2651A2,3G,Premium,KWAZULU-NATAL
2651B,2G,Premium,KWAZULU-NATAL
2651B1,3G,Premium,KWAZULU-NATAL
2651B2,3G,Premium,KWAZULU-NATAL
2651C,2G,Premium,KWAZULU-NATAL
2651C1,3G,Premium,KWAZULU-NATAL
2651C2,3G,Premium,KWAZULU-NATAL
2652A,2G,High,KWAZULU-NATAL
2652A1,3G,High,KWAZULU-NATAL
2652B,2G,High,KWAZULU-NATAL
